100 7000
50 19 507
13 61 374
28 60 983
43 66 396
59 34 23
93 24 142
51 45 905
29 10 713
56 46 757
98 56 234
43 29 284
89 55 939
30 69 772
7 1 729
12 70 588
32 62 36
58 33 563
24 59 19
60 42 272
10 70 582
19 65 918
22 52 791
56 58 404
80 31 219
69 65 224
97 62 984
13 65 689
99 97 871
78 44 774
87 74 374
78 99 790
59 78 881
58 93 716
41 15 416
65 85 645
65 95 261
65 92 273
19 14 625
73 40 684
20 75 357
88 48 555
11 80 952
23 22 342
89 14 565
8 30 853
40 70 627
58 98 676
74 16 734
83 39 26
56 41 748
31 16 377
59 51 292
81 68 270
28 20 6
32 60 428
49 34 833
76 86 216
20 80 108
40 68 586
80 65 343
45 84 546
1 29 92
43 49 397
93 10 112
1 27 539
20 60 23
24 74 883
22 44 660
73 30 220
51 82 871
40 96 387
24 9 934
15 16 607
81 40 516
18 10 450
1 79 764
69 35 972
81 3 684
6 93 611
23 58 97
13 88 126
24 27 806
75 64 901
84 56 456
79 29 699
57 99 866
7 20 646
18 66 63
59 98 833
44 27 808
7 43 101
39 31 454
34 28 333
100 21 314
100 11 692
35 1 171
11 88 221
96 7 208
37 48 876
26 43 508
52 16 566
37 67 216
67 70 499
90 82 408
8 4 224
29 70 527
18 98 303
29 84 994
77 53 117
80 10 183
63 57 622
33 71 859
14 79 730
1 42 790
87 45 822
9 12 906
82 72 533
8 67 751
76 67 558
76 3 427
84 85 661
28 50 929
43 48 144
5 76 730
23 86 63
15 2 106
1 31 646
88 4 675
71 98 189
41 17 574
99 5 512
1 28 126
72 50 414
55 40 837
42 59 918
71 97 558
89 29 928
76 5 179
16 19 268
79 15 959
38 44 958
60 73 415
89 76 527
95 56 400
18 85 468
33 47 699
9 76 287
46 59 867
27 55 843
62 22 590
14 58 589
83 14 157
3 19 732
16 66 315
57 35 890
92 25 89
6 90 528
57 42 18
8 47 28
72 33 17
71 53 825
59 15 892
63 49 25
16 48 925
1 51 583
88 86 727
40 4 251
52 6 87
5 77 417
73 87 248
79 8 933
96 23 733
34 45 549
81 78 158
91 78 804
74 53 399
32 21 183
98 78 751
50 55 155
97 73 710
4 7 958
10 88 699
66 48 734
45 94 763
81 13 17
65 17 414
83 20 412
92 83 812
29 48 929
56 48 28
30 84 707
66 21 165
89 71 836
1 5 297
72 95 462
98 10 243
46 80 760
71 10 693
68 73 677
60 27 828
21 3 545
99 83 20
69 85 938
99 92 460
35 65 888
65 92 956
71 96 299
79 82 65
22 65 641
46 74 894
1 13 657
41 5 198
10 2 848
27 51 527
63 48 269
27 24 877
79 23 232
55 48 705
47 74 817
87 51 110
92 100 433
10 29 338
63 66 114
36 35 405
68 24 997
21 53 974
50 99 488
59 13 584
57 40 166
63 62 479
69 82 487
20 37 550
84 18 127
14 68 362
75 28 422
77 61 612
43 37 61
83 50 629
69 64 586
13 40 706
18 94 632
1 91 307
56 51 710
82 68 795
21 67 571
33 97 882
44 37 673
93 5 650
42 76 909
3 59 452
19 68 692
27 96 744
76 97 618
52 56 729
60 100 47
88 91 26
83 80 10
55 38 710
74 38 55
48 12 704
15 96 125
10 97 806
49 62 558
70 55 913
77 23 64
70 99 309
35 96 446
73 90 794
94 43 392
12 81 69
43 63 156
47 92 302
71 63 794
40 52 401
99 61 294
41 3 272
73 98 451
16 26 791
41 51 216
25 48 845
89 100 490
81 36 275
94 30 769
39 83 573
84 11 298
78 50 995
7 25 975
76 12 182
94 35 470
22 97 804
51 70 216
84 38 656
77 26 992
88 5 378
86 96 585
30 83 525
30 49 851
94 79 704
98 62 212
67 18 318
80 18 599
25 97 306
29 93 37
64 2 495
65 45 855
9 36 663
52 36 769
96 23 738
7 17 604
83 43 42
44 85 709
29 70 961
64 16 143
77 26 253
74 15 547
5 63 832
7 88 13
78 100 17
75 3 14
24 44 610
80 23 7
31 49 58
38 60 313
75 5 765
91 74 574
64 49 382
23 100 693
58 88 370
52 36 175
87 64 154
98 12 488
44 21 698
97 85 565
90 34 681
27 80 32
71 95 2
69 11 785
84 63 717
47 32 62
76 2 652
46 88 793
15 38 524
36 16 789
41 95 343
51 44 349
99 38 479
17 24 900
92 23 190
56 29 960
62 20 828
73 74 641
22 1 72
6 43 608
72 35 303
91 15 12
90 76 911
1 88 538
2 66 49
16 25 821
16 86 862
33 92 411
25 14 56
79 93 980
65 16 990
56 95 818
44 84 727
66 26 194
65 47 84
10 53 178
96 19 719
25 48 35
73 33 158
83 42 690
2 59 419
47 2 847
14 67 905
72 33 865
74 69 781
76 65 89
63 31 949
42 97 549
34 67 851
48 7 293
23 13 388
66 36 792
81 90 474
47 19 847
15 34 525
17 5 913
35 76 581
81 3 667
93 84 912
33 62 964
100 5 453
76 63 462
50 36 786
25 8 634
98 77 144
94 2 698
9 30 868
50 58 767
44 69 774
57 86 355
98 41 982
96 88 937
10 95 439
88 24 192
60 89 920
25 40 868
9 56 145
44 95 439
11 75 464
45 79 255
28 65 518
38 7 361
37 94 239
86 62 658
60 78 875
57 43 559
43 96 862
38 20 680
14 96 124
36 48 822
9 88 934
20 56 691
73 37 964
29 84 165
59 34 580
80 61 784
48 99 272
27 98 593
51 24 107
64 65 135
46 10 571
74 71 570
67 80 643
100 80 423
10 58 69
35 82 102
5 39 759
69 57 893
27 97 262
73 31 215
23 35 981
99 70 255
17 13 503
3 62 258
21 32 989
88 62 153
82 95 712
14 44 141
69 13 652
29 39 139
66 17 124
29 70 429
50 41 186
20 93 61
82 13 224
5 55 25
73 38 8
9 84 986
72 4 951
90 66 373
82 47 274
62 35 903
49 14 841
86 15 278
40 8 201
17 91 65
71 74 354
60 40 376
99 82 400
6 87 139
36 62 30
83 58 687
32 46 411
70 80 579
14 5 243
51 94 875
1 90 105
81 20 431
61 71 834
60 23 987
90 98 682
90 66 966
98 28 997
78 59 759
24 7 418
17 43 883
14 75 597
16 55 998
100 55 609
47 16 36
32 96 916
3 41 398
40 28 812
38 61 608
20 4 578
84 29 402
59 79 141
60 73 63
83 73 918
21 28 727
71 26 731
23 48 259
36 98 714
29 14 415
41 94 527
59 22 340
9 5 68
91 50 775
91 100 802
48 4 91
40 85 853
25 65 162
12 77 333
30 20 291
57 28 279
95 9 827
39 57 768
93 63 818
96 53 799
90 21 217
12 34 485
91 66 368
74 98 701
70 8 346
3 67 182
38 63 578
80 99 615
85 40 570
64 41 197
77 60 329
82 6 833
89 8 969
41 2 502
93 87 243
30 63 500
86 44 704
31 81 864
57 38 925
33 44 629
30 9 152
74 29 929
17 40 539
41 75 902
45 49 759
8 45 791
70 19 733
50 97 226
63 64 48
93 61 451
18 23 686
98 33 99
10 38 968
9 73 533
72 23 252
3 67 232
16 5 658
22 75 605
96 78 641
89 72 358
3 48 468
45 96 587
4 54 517
3 58 174
15 91 597
55 13 673
92 28 829
13 55 215
45 37 205
3 74 49
67 11 95
51 86 394
16 83 996
17 79 538
44 75 860
17 95 666
37 42 231
60 1 313
23 75 343
81 30 837
12 46 701
83 32 979
8 22 598
46 25 962
38 59 336
36 92 939
31 22 701
85 21 633
21 3 518
82 9 396
98 5 138
45 87 344
3 70 303
41 33 644
15 89 771
33 97 672
62 72 312
93 31 322
85 26 733
26 20 396
34 10 5
43 85 782
89 57 102
95 58 762
1 80 158
88 86 684
72 44 139
18 75 265
61 22 408
64 55 373
72 82 524
79 64 735
64 17 651
83 39 875
97 42 459
40 97 308
28 65 355
20 34 63
69 8 453
64 96 919
26 74 776
62 2 928
50 92 88
70 41 796
72 84 896
97 47 794
73 58 451
71 72 480
19 20 196
29 97 169
7 62 252
23 94 210
8 97 671
18 56 489
46 54 931
69 75 342
4 16 306
81 5 915
91 43 92
22 52 568
71 76 413
91 9 238
2 61 466
53 19 531
89 5 351
27 66 87
43 14 343
64 72 253
36 8 886
97 30 703
59 66 681
38 36 399
98 41 66
99 92 480
71 17 423
72 60 589
99 29 835
53 43 379
66 90 1
31 99 376
40 76 59
89 13 481
26 93 79
1 92 428
58 71 806
77 5 364
85 7 224
100 28 178
97 29 660
45 30 557
42 95 909
45 95 269
68 46 511
71 90 225
12 52 701
72 74 495
99 9 158
23 87 957
14 20 114
97 87 846
52 17 695
22 33 413
47 52 21
60 78 454
64 13 960
98 30 669
26 43 745
36 47 835
74 72 521
78 6 336
22 90 729
53 26 770
87 65 293
12 69 809
53 19 412
6 68 255
83 58 866
45 69 775
35 14 887
70 87 389
36 93 852
78 79 270
98 27 870
53 38 857
64 17 676
78 22 112
14 87 891
24 26 873
65 93 321
43 52 809
75 6 106
44 63 144
42 34 92
51 67 927
6 73 713
46 66 907
98 49 772
67 18 628
43 35 77
68 60 891
46 100 321
87 53 216
29 15 871
51 60 184
98 31 164
95 21 911
28 45 901
1 46 918
69 5 900
3 72 147
100 56 940
33 96 863
17 49 437
35 41 95
7 84 667
26 38 556
30 1 425
59 23 408
84 40 355
17 10 89
35 54 241
14 51 57
96 1 50
16 62 165
92 98 573
36 14 779
19 71 222
88 6 107
95 19 495
30 100 902
96 33 646
6 98 384
97 3 174
22 47 367
66 64 956
38 69 817
42 6 567
85 41 959
46 23 135
96 33 288
73 60 495
98 45 285
45 78 388
45 34 130
98 96 500
4 46 961
87 73 84
51 18 137
41 51 826
84 13 413
83 76 464
85 86 418
99 41 193
17 52 936
51 50 889
46 24 650
85 83 76
93 8 770
12 75 476
96 17 954
54 29 478
60 92 999
62 59 234
56 34 372
59 19 189
48 5 561
1 37 29
53 40 872
37 55 201
84 93 637
4 93 85
76 96 96
34 98 766
31 72 680
100 67 691
4 30 237
25 33 93
62 51 535
42 20 725
59 21 227
29 55 530
69 40 250
38 51 168
95 63 816
50 16 671
79 35 84
71 80 947
18 63 764
45 85 391
72 2 960
80 49 326
93 52 398
61 99 269
37 73 146
53 39 531
57 99 787
87 6 882
67 25 176
27 20 309
62 82 124
65 36 982
81 19 669
38 75 429
68 51 3
73 15 743
68 89 601
76 4 828
87 19 497
40 12 829
97 59 303
64 91 274
70 3 711
61 17 727
10 80 91
90 100 220
5 13 791
98 58 430
81 61 639
97 33 323
89 1 695
29 51 312
87 32 202
3 72 617
21 7 58
34 94 224
72 59 101
64 92 151
26 14 891
18 73 289
61 56 307
39 7 393
36 39 814
41 49 538
75 56 746
95 10 634
100 19 292
73 90 836
27 15 963
2 13 572
86 63 875
37 98 487
80 71 467
48 81 983
41 80 769
89 28 795
27 41 165
65 84 562
37 56 923
80 40 859
75 90 910
5 53 471
34 81 270
69 79 28
88 23 428
10 41 769
31 74 130
79 62 820
95 75 42
81 78 792
22 5 30
16 32 830
25 26 395
25 74 597
26 90 635
85 12 466
3 42 626
81 96 5
14 5 547
57 46 454
20 95 732
89 50 18
24 84 754
66 55 584
6 1 799
38 20 251
49 68 302
6 59 741
20 96 849
34 42 821
23 5 368
8 49 396
33 65 779
18 34 325
44 79 884
79 47 885
21 80 755
35 97 390
65 86 530
9 96 923
76 19 530
33 16 722
66 68 939
24 8 799
40 78 846
39 100 57
13 88 536
56 69 809
33 71 382
20 35 578
10 36 118
6 88 379
63 24 300
49 43 708
3 7 318
32 30 244
41 59 981
26 1 673
81 49 904
89 31 102
55 50 125
63 87 695
52 96 38
82 28 149
54 60 367
29 36 347
60 55 647
25 28 293
92 1 985
8 41 500
31 58 450
18 24 215
72 26 772
94 21 32
48 3 866
62 52 711
12 96 593
56 2 142
78 76 856
42 31 501
97 75 15
51 27 280
87 65 987
26 80 141
76 6 266
48 58 195
7 47 540
93 91 494
47 91 718
94 22 262
57 60 206
95 30 948
83 41 810
55 34 485
77 67 699
81 12 330
82 7 640
99 1 96
55 97 577
27 1 912
26 92 897
90 78 371
97 55 218
58 65 293
4 32 214
75 77 427
92 73 715
61 90 457
99 51 514
57 48 851
90 22 724
44 93 378
16 20 222
40 6 119
77 18 858
88 21 711
18 28 991
96 62 14
51 42 972
34 7 965
7 42 953
67 95 824
53 82 90
82 97 729
46 86 202
85 43 176
9 5 18
91 25 2
71 27 965
86 81 371
79 42 688
79 69 195
17 77 588
64 79 315
92 59 749
37 86 453
18 78 115
88 44 838
94 24 338
86 62 222
69 36 726
29 5 624
28 2 625
80 85 107
56 77 26
24 28 692
9 100 817
57 88 663
4 6 696
33 22 544
31 38 448
22 70 400
32 66 637
43 41 578
52 83 273
76 31 17
7 23 684
24 57 2
65 63 877
27 50 896
36 93 108
11 20 158
76 54 270
20 71 294
64 30 654
23 77 356
23 68 799
37 66 541
46 54 759
6 74 751
36 11 343
84 99 722
27 59 203
68 42 538
92 43 365
1 46 721
96 9 441
11 90 226
39 53 551
71 35 526
77 37 59
48 100 875
82 26 275
61 75 70
69 79 782
22 6 82
96 82 144
74 79 57
13 35 863
30 33 210
96 74 589
50 62 219
23 33 703
35 58 5
17 95 414
57 98 983
22 1 372
5 6 953
71 82 176
75 19 656
67 47 992
70 58 708
61 25 59
61 4 453
67 34 407
36 54 134
64 35 229
27 23 960
45 48 394
38 95 242
26 69 494
53 12 578
84 27 760
14 64 729
97 89 629
81 75 253
5 71 971
5 47 291
24 27 930
97 23 854
78 61 608
75 5 114
84 62 550
50 4 734
7 27 456
33 10 829
41 29 14
12 64 613
55 65 403
24 36 750
28 56 254
83 82 234
89 1 836
95 14 545
28 84 520
20 55 643
17 50 951
9 38 106
60 35 3
98 9 397
80 52 111
10 17 161
91 7 233
41 16 815
99 37 940
72 10 132
55 93 194
77 23 704
64 50 960
19 2 522
89 74 709
43 1 363
52 82 555
78 90 40
39 16 933
41 4 716
46 27 932
53 41 258
69 84 520
47 87 985
80 60 7
96 37 623
17 31 492
87 90 687
27 84 230
73 32 593
13 42 395
13 2 814
41 23 831
63 31 480
44 38 565
44 84 275
76 8 773
98 91 515
17 89 453
86 41 26
96 34 186
39 69 114
40 93 268
7 59 437
65 13 746
8 85 754
70 11 379
6 35 53
82 74 595
77 80 14
23 55 501
79 84 258
38 42 527
88 81 871
32 91 129
13 86 505
32 99 443
19 17 65
68 58 862
13 56 19
11 33 322
69 15 497
37 60 903
93 31 69
8 77 82
97 40 326
16 64 614
31 43 168
55 48 192
79 97 923
12 26 62
60 12 982
10 35 591
21 31 302
24 58 577
32 62 367
9 2 507
69 8 393
12 38 193
49 87 558
9 92 604
23 58 618
34 48 746
34 70 228
95 15 53
9 80 161
59 32 757
99 88 961
88 5 700
28 34 910
16 61 240
45 71 993
11 58 252
34 88 997
44 75 138
70 56 9
73 7 709
1 67 103
60 94 691
87 6 839
19 80 596
88 44 582
29 53 384
20 53 528
14 16 39
59 26 492
59 79 980
19 60 897
96 27 713
42 77 616
91 54 291
52 39 485
95 89 107
75 21 919
42 90 745
20 74 287
91 61 683
25 10 908
21 77 112
59 15 347
30 8 821
95 90 108
17 21 143
28 88 87
72 33 663
60 25 800
53 13 14
74 31 664
93 90 171
85 34 559
80 55 719
54 46 731
2 73 286
85 67 15
72 52 294
44 72 387
11 12 589
33 22 993
85 1 530
58 11 81
6 39 886
29 30 78
93 5 844
47 1 172
38 49 139
39 66 394
25 49 165
89 29 389
8 34 371
31 9 923
3 48 725
59 6 262
76 85 899
59 35 70
7 45 430
30 18 695
13 81 137
64 72 591
53 59 88
99 2 998
74 46 33
43 55 90
80 32 70
42 75 202
60 10 24
23 82 411
28 53 886
90 46 459
93 12 981
95 5 231
90 34 78
50 32 65
67 2 943
73 66 301
73 97 986
10 36 791
58 51 218
89 26 157
30 2 290
83 66 883
59 22 954
47 23 747
81 11 265
13 45 755
89 95 977
97 35 304
2 98 818
59 22 662
20 50 813
54 57 365
67 60 372
63 36 134
46 58 986
53 50 517
80 100 804
31 68 374
91 2 951
73 85 870
22 9 778
57 61 301
56 24 689
93 8 94
1 96 654
21 10 974
32 9 471
89 14 21
64 71 254
7 74 317
72 17 886
28 29 400
81 17 576
30 20 492
59 5 206
83 32 706
47 100 851
84 12 902
7 28 970
26 46 254
19 21 726
64 24 871
40 87 132
82 11 620
2 37 561
48 64 788
19 23 88
77 42 32
32 86 471
50 93 665
15 60 75
33 15 205
73 91 681
18 88 581
60 78 711
51 58 337
63 100 847
62 88 152
37 70 245
36 49 505
48 56 541
12 54 37
52 34 342
95 39 861
44 88 864
68 2 219
18 54 503
41 17 374
8 22 164
90 1 590
85 63 120
34 68 811
61 49 964
98 26 347
12 43 721
61 57 811
36 68 517
60 45 441
40 44 40
70 35 828
3 30 464
48 5 459
100 9 930
89 28 818
39 32 498
66 45 667
79 50 877
43 87 371
71 90 857
66 7 769
62 44 286
30 61 94
94 72 869
70 91 265
90 73 165
78 26 804
30 29 424
61 28 508
76 6 19
34 79 142
86 46 181
1 37 437
48 95 532
45 83 413
10 1 993
35 90 228
100 57 478
41 19 953
18 41 184
99 76 272
22 3 725
18 15 41
53 59 22
75 79 341
53 56 201
77 14 872
32 95 760
23 31 750
93 1 790
25 86 384
90 59 911
62 79 493
38 53 263
47 19 984
42 57 889
1 79 206
31 5 359
26 86 920
32 56 156
37 50 452
50 41 401
58 14 537
86 20 268
72 11 665
40 6 424
21 96 277
78 56 225
64 17 906
38 45 358
28 57 739
64 100 265
33 73 741
43 67 165
34 21 831
54 30 170
3 15 63
47 1 46
60 68 711
46 40 834
43 14 4
2 96 528
80 56 347
94 82 69
52 99 392
31 67 472
26 58 448
29 21 720
9 66 111
67 48 187
63 84 515
20 43 163
26 22 484
69 38 129
89 5 32
38 39 703
33 88 309
90 95 816
33 59 495
30 73 734
12 53 748
22 93 381
88 89 725
83 13 61
72 1 426
18 15 728
77 80 165
52 78 985
12 96 564
53 71 644
90 2 658
32 55 324
18 54 493
82 79 507
78 44 26
64 70 77
58 93 759
28 99 57
100 97 453
57 86 431
45 18 964
92 73 580
93 48 47
8 56 816
54 64 862
45 32 54
81 40 90
97 94 948
14 16 518
99 46 746
40 70 794
3 43 909
96 31 945
89 18 842
31 44 245
3 6 353
44 94 331
10 49 40
59 88 678
69 90 822
65 22 544
43 17 432
14 94 11
86 59 771
20 90 529
21 82 144
24 62 226
29 73 447
6 90 11
26 32 554
65 70 947
48 80 830
99 6 982
89 79 480
94 38 311
41 31 880
50 77 43
61 94 844
16 29 37
34 86 390
60 16 962
40 78 521
78 64 627
23 34 818
51 62 649
46 71 680
67 8 752
29 26 326
10 39 278
30 16 380
13 3 442
23 20 64
83 29 900
25 85 260
93 5 505
35 37 501
12 81 336
59 16 677
83 40 692
39 16 516
1 89 842
52 74 309
78 2 71
74 38 233
56 62 794
36 88 266
1 60 447
17 65 714
25 56 347
60 30 215
41 8 83
17 94 615
45 74 78
59 50 423
39 36 881
92 40 934
55 49 861
68 72 26
76 10 211
24 27 676
16 13 378
18 12 453
40 12 646
23 22 975
56 71 348
55 88 670
17 9 870
13 2 888
45 24 982
15 67 750
69 18 297
37 99 494
78 31 884
56 31 600
15 90 853
32 76 693
20 33 155
63 86 998
7 84 736
68 91 269
47 10 636
57 50 684
100 95 675
80 11 606
29 16 381
20 34 724
60 94 739
93 16 792
5 65 164
17 81 241
75 39 133
40 49 617
94 81 817
31 50 688
93 94 483
32 4 288
22 13 575
66 38 977
66 26 841
28 98 862
94 92 750
54 72 252
23 27 142
65 2 284
92 44 200
93 31 119
40 15 817
46 81 510
84 86 318
76 89 844
49 71 345
97 24 230
4 79 775
74 66 504
62 42 423
34 46 118
6 17 609
67 63 859
17 15 439
28 25 501
58 19 241
34 59 301
3 45 599
56 98 801
49 87 335
41 32 11
45 7 36
98 70 760
15 92 904
24 5 556
98 29 544
7 94 79
6 8 497
39 77 326
43 36 357
75 5 796
28 6 314
64 94 225
89 44 948
89 34 944
62 18 425
92 18 732
62 52 583
27 22 417
98 94 523
15 40 250
30 19 967
98 82 783
44 27 292
13 1 998
70 50 690
55 38 792
18 55 87
70 12 126
63 72 963
70 30 803
44 95 186
82 75 896
4 84 401
20 67 594
68 58 784
14 36 359
34 50 795
77 27 586
9 78 289
80 90 807
4 59 80
31 100 791
81 12 263
29 62 708
32 51 479
66 91 166
32 91 623
36 79 300
6 56 24
75 16 395
18 2 401
56 100 645
53 36 933
46 35 473
8 75 893
24 97 504
96 94 785
19 80 656
81 3 724
43 50 748
12 19 659
22 51 929
88 48 495
40 91 992
96 23 232
46 41 703
38 15 359
81 27 953
32 90 887
20 68 515
10 49 998
50 11 44
19 72 565
56 10 965
98 85 635
27 68 829
26 100 987
27 69 278
47 42 430
64 62 851
2 99 517
43 82 715
37 64 589
44 60 351
4 5 864
26 30 268
91 27 655
100 48 101
91 81 630
27 9 527
14 61 850
70 57 499
57 68 337
89 100 156
77 75 809
15 11 541
44 10 349
29 76 356
84 13 350
98 13 577
60 89 775
37 100 772
54 20 877
47 70 181
19 75 659
79 8 656
33 16 922
77 93 890
57 76 371
22 1 430
12 23 129
61 71 652
91 36 379
25 76 264
88 80 935
51 80 603
87 69 991
51 93 288
30 70 98
49 77 728
39 58 897
19 52 480
13 31 848
5 64 232
94 4 272
7 66 65
39 13 932
76 20 59
69 6 869
91 84 691
66 81 105
29 79 278
44 53 185
37 83 600
45 55 697
96 47 941
34 77 721
46 44 445
37 88 215
51 71 433
78 76 364
81 62 899
89 61 329
7 16 532
52 72 874
80 9 218
69 78 277
50 49 433
98 80 298
27 9 599
36 46 823
20 76 227
9 1 463
46 66 228
90 41 68
53 88 283
16 2 760
29 16 974
26 44 319
77 9 331
68 49 601
15 75 276
70 100 670
2 9 712
43 50 50
72 63 370
52 47 159
10 86 98
39 51 371
14 50 109
56 66 372
26 33 608
87 31 841
35 16 992
100 51 905
32 69 784
82 32 329
18 16 636
43 38 902
26 81 243
47 58 543
64 34 342
39 26 750
73 98 630
85 77 947
87 71 419
54 94 227
79 7 195
66 44 360
97 45 718
61 23 19
11 8 214
76 13 209
55 80 658
61 81 531
50 6 692
9 62 866
5 83 362
54 58 926
20 89 6
96 73 736
22 1 293
77 71 802
27 87 716
78 51 477
9 47 463
77 66 792
89 33 989
33 79 570
95 75 506
14 82 615
17 68 804
97 22 554
40 78 875
19 86 851
55 37 29
64 28 937
27 32 114
52 15 132
68 6 702
85 58 432
37 75 411
53 44 53
8 81 747
46 74 379
64 26 674
38 69 348
4 33 203
68 11 167
12 26 262
55 82 721
10 45 116
31 16 789
66 86 519
97 25 208
1 37 632
20 55 928
31 24 119
18 15 116
77 25 527
89 86 602
83 91 181
80 94 280
87 28 202
14 7 580
11 61 599
58 16 822
46 10 359
36 95 972
8 76 835
39 22 64
43 95 14
98 45 746
45 52 825
83 96 939
95 30 840
92 40 291
23 39 76
65 8 855
36 45 609
31 68 755
84 17 870
66 63 330
35 5 476
84 81 384
4 30 455
86 92 921
25 11 737
79 1 491
87 76 198
45 97 534
40 30 652
19 35 799
78 97 341
8 66 548
48 6 354
72 48 499
79 59 195
15 5 579
70 23 415
29 72 398
67 25 971
55 84 826
26 58 56
10 11 928
45 7 705
19 76 358
74 31 782
96 24 670
34 79 602
22 11 535
70 16 971
42 13 78
22 63 215
22 90 722
77 71 115
10 5 562
31 95 365
45 47 778
97 76 617
28 83 905
44 3 28
61 9 160
90 97 381
98 24 952
99 73 195
55 59 91
83 27 606
55 21 823
36 76 733
89 54 473
50 7 760
59 83 807
3 56 466
70 12 427
92 2 701
62 49 65
74 23 252
91 50 352
18 47 448
58 20 994
17 67 524
86 49 176
27 93 899
90 49 763
13 59 104
82 65 689
34 77 30
11 59 244
99 80 236
6 11 567
39 14 129
81 79 208
90 91 794
100 29 5
50 72 535
68 22 403
50 63 400
51 53 497
60 32 633
31 51 399
21 49 917
2 83 228
40 78 435
90 59 895
19 78 327
11 27 119
70 86 270
16 21 914
29 98 44
35 71 538
10 52 547
75 87 72
50 23 411
8 25 206
55 78 535
52 6 618
15 45 22
5 86 203
79 3 968
43 18 571
5 88 247
79 99 429
32 14 379
23 84 165
34 68 980
69 5 943
9 82 89
92 57 942
41 9 872
2 65 402
59 34 125
62 88 625
7 35 416
35 94 704
42 63 516
2 58 680
3 8 246
87 100 785
40 69 464
65 41 575
100 69 630
48 21 295
78 30 946
89 76 300
82 1 27
100 5 6
39 84 67
75 31 625
31 5 989
92 63 308
66 9 982
34 84 667
26 64 746
29 4 455
27 35 684
90 6 509
83 71 662
21 45 715
90 84 629
66 72 693
81 73 679
50 57 251
12 77 503
97 14 696
29 41 682
46 4 456
54 77 149
60 36 897
54 69 956
43 3 438
76 59 415
37 56 844
43 51 270
17 57 445
27 41 345
91 100 336
93 23 688
82 52 859
15 22 474
77 17 395
82 95 161
63 33 551
9 72 570
57 87 279
92 12 273
77 52 481
89 46 800
78 13 114
26 11 475
39 5 925
17 92 295
67 87 491
90 60 226
45 64 583
22 32 251
64 47 376
47 55 734
35 85 665
19 58 300
79 11 596
14 8 91
49 68 368
36 73 871
83 58 189
29 44 639
35 3 886
75 45 437
25 30 995
7 74 735
38 95 969
39 13 794
44 97 916
71 24 981
5 12 553
83 82 275
39 35 260
92 72 696
57 6 911
94 54 179
90 5 257
94 84 375
19 96 505
78 87 299
82 32 709
52 41 739
97 43 906
38 28 357
62 21 324
86 97 689
53 89 839
1 41 565
20 32 813
50 8 257
7 4 365
4 59 772
32 36 598
22 100 950
73 59 719
76 50 681
71 16 719
84 1 451
40 100 796
50 32 741
68 40 607
55 11 518
42 52 30
16 60 315
89 70 485
14 40 507
23 92 637
61 64 241
15 86 847
51 10 128
87 80 506
89 13 94
3 89 870
27 14 760
88 5 161
59 40 553
56 75 66
41 56 335
77 76 102
20 37 939
77 14 521
77 86 689
59 31 593
77 80 650
32 92 82
66 24 535
92 73 852
81 96 114
62 43 241
8 29 960
48 3 57
25 77 465
35 64 90
29 52 935
3 61 954
12 90 510
50 97 967
26 11 583
53 78 64
15 44 854
37 65 846
82 18 232
28 63 598
6 10 180
86 15 251
15 29 156
96 95 511
54 52 235
30 90 757
29 55 507
14 73 426
4 36 786
16 75 676
56 94 527
19 20 294
31 25 957
35 56 111
67 79 69
52 69 569
38 92 475
69 6 956
7 35 34
6 78 579
51 32 64
40 11 560
29 80 669
59 14 224
44 17 416
82 95 686
28 55 214
97 24 747
24 93 998
84 81 212
35 7 819
76 99 719
46 86 39
36 5 863
83 95 507
100 4 560
59 46 479
80 56 57
41 2 90
33 30 574
22 33 927
20 80 33
52 35 56
93 55 922
82 61 680
37 67 752
54 57 501
4 87 753
71 92 720
80 63 532
28 29 581
98 60 822
37 54 647
58 48 581
40 98 628
35 41 421
86 11 38
17 38 628
63 58 678
77 11 379
64 67 228
8 34 371
20 9 215
27 18 482
84 18 69
12 96 295
85 48 537
87 4 24
33 43 217
26 91 42
45 21 184
25 70 511
16 32 277
14 61 597
67 11 294
95 57 216
85 33 721
9 93 633
49 78 155
4 31 609
8 93 206
64 75 350
1 51 933
96 54 71
23 99 339
90 83 781
25 90 96
23 32 773
28 61 996
83 87 664
41 8 594
39 27 739
10 95 862
8 40 385
39 77 942
61 29 98
23 100 858
34 8 175
83 36 619
99 100 868
10 49 380
23 77 572
2 57 8
87 68 225
20 5 737
24 65 875
10 60 279
91 69 116
33 36 18
85 22 727
35 3 762
45 32 333
33 51 145
4 61 302
32 67 575
41 86 176
96 78 230
68 29 668
68 44 716
22 89 92
61 24 380
69 66 676
5 55 526
50 62 47
58 4 238
25 7 72
28 18 100
96 52 165
9 73 43
36 26 795
6 47 207
92 23 391
76 2 16
4 55 751
33 39 478
98 84 641
40 54 692
97 76 269
87 53 119
95 3 74
95 45 931
58 36 701
95 59 259
68 53 35
23 91 160
47 39 103
39 17 483
76 18 495
41 27 904
98 78 41
65 21 546
6 53 134
68 46 286
24 42 985
59 41 242
67 26 796
33 79 19
30 2 420
91 75 583
33 50 285
78 81 869
20 71 971
23 11 918
69 35 380
25 65 923
7 41 306
52 19 134
43 39 165
72 57 288
35 28 640
54 30 680
76 47 221
76 71 462
25 50 674
98 29 897
1 89 235
54 92 114
78 60 888
13 91 847
96 66 527
7 96 762
15 43 928
30 27 468
22 4 209
4 31 672
