20
500 500
162 66 3
376 227 2
352 16 2
8 358 1
286 253 1
186 407 3
1 210 4
374 492 4
174 243 5
227 347 2
312 310 3
38 31 5
487 301 1
58 471 4
396 179 1
105 320 3
185 200 3
364 442 4
16 250 4
226 487 1
52 107 2
256 55 2
317 188 4
389 408 3
60 339 5
408 335 5
63 222 2
429 230 4
426 309 1
264 158 4
320 329 5
325 248 5
368 97 2
117 276 1
10 231 2
425 289 4
282 159 4
354 12 1
383 367 2
22 237 4
103 259 4
399 48 1
475 329 3
164 420 3
399 354 4
482 211 2
333 446 5
112 478 5
234 368 5
300 388 2
199 7 4
490 24 4
385 73 2
52 304 4
160 237 5
400 167 3
377 212 1
479 494 4
97 454 4
358 229 3
237 203 4
105 164 1
432 251 4
263 295 5
10 145 1
408 185 1
105 378 3
149 102 3
471 481 4
463 199 4
87 267 1
204 257 5
479 133 5
109 207 3
463 418 1
139 361 5
234 395 4
311 176 1
203 47 1
185 111 1
11 183 2
316 63 3
365 399 5
380 172 2
188 23 3
465 112 3
392 307 3
428 354 2
118 108 2
302 226 3
13 448 2
415 355 5
45 471 1
28 247 1
60 242 2
272 269 5
347 59 4
436 154 2
81 422 4
215 272 4
176 173 1
193 239 2
337 499 5
368 272 5
157 382 4
87 450 5
466 88 1
220 198 4
149 237 3
64 362 5
335 308 1
90 349 4
323 231 3
120 16 2
459 414 5
438 371 4
259 127 2
304 359 1
48 8 5
212 319 2
408 351 4
203 154 4
339 424 4
379 115 3
230 93 1
386 373 3
335 187 1
257 271 3
451 351 3
459 411 4
39 202 5
156 452 4
438 462 1
233 337 4
283 322 4
295 414 5
245 349 4
470 411 3
146 92 3
431 80 1
217 34 1
478 287 5
17 407 3
144 150 4
275 338 5
464 35 1
103 491 3
352 342 2
447 435 1
67 494 5
329 298 1
140 298 1
333 132 3
443 163 5
95 281 2
420 154 4
98 453 4
299 17 5
10 248 2
388 125 4
111 148 2
339 387 5
449 407 4
255 333 1
237 224 5
242 251 3
470 370 1
148 11 4
11 212 1
346 395 2
285 32 2
396 43 5
500 500
260 220 4
40 465 3
132 101 1
84 401 1
209 320 1
335 420 4
218 110 4
320 85 1
379 162 5
374 191 5
131 142 2
221 313 5
155 68 2
370 297 5
357 63 4
443 459 1
331 399 3
345 208 3
140 402 1
423 315 1
58 499 3
121 31 5
357 208 3
269 4 2
48 275 4
369 67 1
232 402 5
303 119 3
223 444 3
415 422 1
77 360 2
254 302 5
38 234 5
142 395 1
92 186 4
333 54 4
204 151 3
139 54 5
321 203 2
240 31 3
290 253 1
180 64 4
57 392 4
493 61 1
461 258 3
276 84 4
57 162 3
179 443 5
90 319 3
222 145 5
226 65 2
17 181 2
124 131 2
233 339 2
33 197 1
494 468 1
133 391 4
273 96 1
321 13 2
460 218 2
138 148 2
437 420 1
452 6 4
282 285 5
145 79 5
489 142 5
187 258 2
59 48 4
492 481 2
79 175 4
218 68 2
364 376 2
223 326 1
341 165 1
455 104 4
182 102 3
96 396 3
37 260 2
195 159 3
82 161 5
203 390 4
370 208 2
80 81 3
458 32 3
278 342 5
427 375 2
342 467 2
130 250 1
230 488 1
55 131 3
416 417 5
47 177 3
31 1 3
256 477 1
416 165 5
207 225 5
247 274 2
136 400 5
258 253 4
218 297 2
486 218 4
290 453 2
335 394 4
369 214 2
427 302 1
62 148 1
450 310 2
175 240 3
479 136 4
453 416 1
68 122 2
85 314 4
350 6 4
452 85 4
297 158 5
194 478 4
10 246 2
111 10 5
281 193 1
12 477 3
152 123 5
301 459 1
14 8 1
392 322 3
175 319 2
500 272 4
256 430 3
266 210 4
137 284 5
456 35 1
64 487 1
314 424 4
61 71 3
417 260 5
170 119 2
83 82 3
346 358 4
418 235 3
129 238 1
4 415 5
86 350 1
76 289 5
182 118 1
283 126 3
230 333 3
364 213 1
401 71 2
370 188 5
386 419 4
453 449 3
336 31 1
28 326 3
99 207 4
226 44 3
318 192 3
244 114 2
5 133 5
173 70 1
255 263 2
307 483 3
91 342 4
380 310 3
494 495 1
16 453 5
13 88 4
49 82 2
149 130 4
194 138 4
496 261 3
373 161 3
173 212 2
41 487 5
45 107 2
421 231 3
282 39 5
333 208 3
188 422 5
39 482 4
93 446 2
416 399 5
478 326 3
285 176 3
489 442 1
200 169 2
222 248 5
123 174 2
233 287 3
110 353 1
84 376 5
254 355 3
491 460 1
302 185 3
308 269 5
456 330 4
147 187 2
302 364 3
122 129 3
372 253 2
250 32 4
1 186 5
456 187 2
300 447 3
322 296 5
66 365 3
77 291 2
486 6 5
192 413 5
67 416 3
300 173 4
276 79 4
21 25 1
62 249 4
164 119 4
186 187 1
455 86 4
166 469 1
211 102 1
479 162 1
322 158 5
394 467 3
319 296 4
397 6 4
91 163 1
34 283 4
390 203 2
57 46 2
348 129 2
174 336 5
481 313 4
471 19 3
439 48 1
353 213 5
303 176 4
138 192 1
155 357 4
272 487 4
288 114 2
53 141 1
396 401 1
409 375 5
382 347 4
131 469 2
416 262 2
319 139 1
174 150 2
221 89 3
255 207 1
343 28 4
436 39 2
329 74 2
363 388 4
76 291 4
235 148 4
390 354 2
259 251 5
331 483 1
178 286 2
187 124 1
270 335 2
197 225 5
449 322 1
115 411 5
20 34 3
466 81 3
247 4 2
499 193 3
452 213 5
490 449 1
353 472 1
91 383 2
200 454 4
426 18 3
161 425 2
37 86 4
148 259 5
392 23 4
126 363 4
293 277 5
319 42 2
87 302 2
338 333 3
259 112 1
67 300 3
18 78 1
338 344 4
489 246 2
353 107 3
262 412 3
22 76 3
233 285 4
258 381 1
463 50 4
308 485 1
40 137 5
96 279 1
129 178 1
112 437 2
38 419 1
287 87 2
197 185 1
260 113 1
155 391 3
197 406 5
437 339 3
387 102 4
446 477 5
129 66 1
267 159 1
451 207 3
169 386 2
324 200 1
449 444 3
317 156 2
17 197 2
361 342 1
133 167 1
96 142 1
76 154 1
283 40 1
192 33 1
443 410 4
429 87 4
150 373 4
295 113 2
490 144 1
183 103 1
304 189 4
321 206 5
202 246 5
490 126 5
55 305 3
473 14 4
252 225 2
164 17 5
474 419 1
27 494 1
151 60 5
356 398 4
388 468 3
78 359 4
304 160 2
454 299 3
365 481 4
366 364 1
291 113 3
374 189 5
477 263 4
136 463 5
237 420 2
206 170 2
132 471 4
391 365 4
49 272 1
36 183 2
483 317 3
368 416 1
407 46 2
441 56 5
213 231 3
454 356 3
27 46 1
296 273 4
42 43 2
245 463 4
326 172 5
494 18 5
337 103 4
6 255 2
22 10 2
407 219 2
18 206 3
385 270 1
106 55 4
207 370 1
122 376 2
322 92 1
67 403 3
96 59 4
490 437 3
372 192 5
490 327 1
391 230 5
108 119 2
312 65 3
9 259 1
69 285 5
269 166 3
259 106 1
49 293 2
200 268 5
257 326 1
140 429 4
88 249 4
248 428 3
29 237 4
21 60 4
81 178 3
249 24 2
41 39 1
173 462 5
36 157 5
54 260 4
322 470 3
106 4 4
245 500 2
156 150 3
303 86 4
337 117 1
136 239 5
357 387 1
106 90 2
339 140 1
247 435 5
296 126 1
323 189 5
391 153 3
497 342 2
381 12 5
160 189 1
419 56 5
375 264 5
189 70 3
195 338 2
95 337 5
465 192 2
497 465 5
27 163 1
14 66 5
286 439 1
302 108 4
359 398 2
255 70 4
325 351 3
350 220 1
198 234 1
88 26 2
388 423 2
189 191 2
341 251 2
71 335 5
176 396 3
13 182 2
15 185 4
109 210 1
395 239 1
199 138 5
362 441 1
12 397 1
354 426 2
148 8 3
243 113 5
280 4 3
115 414 4
137 324 2
111 35 2
7 372 3
115 154 2
128 446 3
94 206 4
471 328 1
328 259 5
167 55 5
74 269 4
57 72 4
205 447 5
259 260 2
488 309 3
284 459 3
72 424 3
78 217 4
127 110 2
91 205 3
62 486 2
337 332 4
326 206 5
256 183 4
259 181 1
498 278 1
16 106 2
179 397 2
252 370 2
186 298 1
475 366 3
403 65 3
193 136 2
383 385 1
426 456 2
136 5 3
136 483 5
249 103 5
312 209 5
153 178 1
492 498 4
490 239 5
122 356 1
32 132 2
180 14 3
72 444 2
85 275 5
212 467 4
500 500
144 391 4
299 179 1
77 400 1
463 212 5
18 182 3
361 160 3
398 237 2
135 470 2
226 452 4
436 450 1
161 157 4
52 268 4
179 491 5
214 410 1
484 72 3
343 383 5
50 359 2
135 41 5
471 10 2
489 397 3
61 204 1
427 229 2
74 312 5
71 192 3
306 227 3
102 162 4
15 266 3
434 334 3
55 247 1
194 150 1
137 457 1
280 258 2
393 71 4
233 279 3
144 269 1
146 493 1
244 47 4
77 427 5
341 339 5
215 211 2
241 471 4
373 242 5
485 66 4
338 252 2
104 140 5
225 275 2
234 476 2
417 430 2
13 97 5
65 448 3
194 272 5
140 104 1
263 81 3
459 283 3
216 187 5
205 363 1
473 220 2
283 123 4
150 324 5
440 294 1
144 387 4
341 409 4
500 469 5
378 477 5
290 354 3
403 256 5
375 372 1
67 470 1
84 229 5
392 360 4
101 242 2
38 462 4
431 4 1
209 410 5
265 64 2
347 435 3
417 353 1
390 214 1
40 360 4
128 119 3
43 155 2
273 350 4
371 107 1
299 362 1
212 16 3
92 178 3
153 146 3
208 410 4
173 495 3
377 329 1
361 286 4
86 347 4
228 13 2
108 119 5
333 389 1
193 143 1
400 23 4
209 166 3
498 194 2
360 343 2
302 409 4
407 224 5
179 360 5
140 484 5
321 293 1
124 254 3
492 396 1
153 217 3
39 339 1
391 434 4
412 122 2
400 345 3
24 73 3
92 427 3
299 47 1
148 443 3
382 152 1
159 186 4
79 297 2
415 117 5
299 329 5
421 482 2
367 59 1
448 490 1
27 341 2
400 124 1
441 179 1
490 408 4
126 349 1
31 373 4
497 102 3
415 402 4
214 199 4
129 102 2
102 132 1
268 120 4
86 283 1
327 2 1
458 422 4
226 356 3
210 273 5
77 320 5
424 225 3
66 212 3
427 111 2
32 39 5
197 251 4
69 50 4
291 406 3
272 242 4
44 220 3
50 69 4
263 491 4
201 380 3
373 88 4
162 303 4
474 344 2
133 269 1
72 313 5
167 488 2
197 365 2
85 117 4
45 222 2
345 425 3
372 205 1
476 499 4
24 390 3
246 314 5
303 471 2
280 250 2
228 157 4
460 78 4
91 287 3
411 87 5
384 456 4
213 5 1
209 408 1
95 302 1
185 4 1
231 44 1
85 220 5
207 470 5
125 64 4
294 481 3
424 435 2
423 325 1
61 352 3
56 14 5
267 369 2
426 486 4
202 58 2
276 320 1
212 436 3
263 150 2
261 95 1
430 117 3
160 106 3
301 430 2
171 246 1
15 238 3
15 375 4
73 394 4
417 278 3
172 224 3
252 174 5
379 24 2
182 218 2
346 487 2
245 310 5
72 448 1
324 162 4
38 449 2
218 130 4
239 119 1
9 84 3
339 213 5
314 266 2
154 336 2
122 457 2
269 306 1
412 401 5
204 182 4
370 366 5
472 3 5
168 100 1
298 208 4
289 316 2
358 130 2
182 211 5
163 444 1
236 461 3
318 389 5
279 348 4
321 303 2
381 96 2
58 478 4
127 21 3
78 302 4
308 72 5
236 450 2
147 308 4
339 221 2
133 377 2
166 213 5
472 446 5
373 161 2
110 308 1
159 61 3
371 268 5
378 109 1
352 297 3
375 121 4
499 391 3
411 69 1
114 170 3
111 190 1
248 106 2
484 144 4
481 127 5
9 411 4
26 362 2
480 372 3
155 333 2
419 54 3
155 262 1
376 127 2
228 261 5
462 420 2
438 121 2
147 262 5
440 459 1
404 443 5
361 429 1
72 373 5
64 32 5
267 215 1
73 479 5
372 491 1
62 164 1
461 378 4
144 461 3
15 291 3
324 224 4
244 493 2
10 399 2
486 421 2
448 480 2
102 391 3
481 382 1
323 392 1
434 385 1
475 350 4
152 463 5
1 419 5
416 408 5
23 305 5
118 68 1
498 171 3
167 75 1
92 149 5
407 253 4
255 287 5
320 44 4
232 484 3
192 319 2
340 120 4
361 435 5
17 120 1
387 298 3
369 161 2
306 156 5
114 379 5
304 244 1
177 460 5
312 31 3
66 127 5
83 214 1
274 171 2
393 342 3
88 64 3
479 139 4
50 101 4
279 46 5
124 445 2
268 228 3
41 184 5
334 369 4
17 287 5
348 352 3
36 176 1
121 134 3
324 306 1
176 446 1
382 394 3
256 166 4
363 76 1
331 20 3
301 255 5
373 484 2
35 421 5
325 401 2
56 361 4
422 173 3
308 76 1
296 403 2
373 451 2
379 226 3
311 322 4
380 203 3
115 361 5
344 51 1
333 168 4
485 11 5
421 299 1
496 381 5
363 369 4
238 192 1
265 60 5
43 100 5
14 67 4
454 141 1
492 324 1
218 195 4
434 199 2
459 167 2
467 3 4
386 205 3
274 488 1
295 453 1
361 144 5
47 453 4
131 47 5
82 360 3
321 500 4
178 81 2
23 157 2
395 381 4
37 336 3
74 333 2
92 488 3
467 19 1
92 367 3
451 59 3
458 300 3
452 485 1
108 166 2
350 187 3
282 350 4
458 64 3
37 231 3
36 121 4
325 245 3
148 414 5
180 20 1
67 6 5
213 180 1
366 84 5
191 329 3
84 145 2
387 201 5
355 298 4
315 348 1
27 426 1
435 45 4
172 125 4
339 89 2
425 14 2
234 415 2
127 305 2
479 127 4
359 243 2
229 283 5
226 329 2
354 376 4
428 166 5
446 298 3
331 296 4
404 403 5
32 291 1
191 111 2
469 210 4
73 172 5
308 300 1
179 349 4
449 189 1
91 165 1
235 259 1
35 277 5
51 406 2
286 368 2
443 158 1
170 216 2
9 459 2
451 347 5
46 465 1
401 237 3
38 475 3
54 245 3
244 291 1
57 197 5
12 268 1
2 12 4
421 37 2
94 72 2
35 494 2
384 229 5
28 80 3
434 41 3
190 494 5
443 496 4
446 370 1
455 25 2
405 14 3
164 367 3
462 441 1
315 284 1
377 220 2
317 329 5
334 265 5
482 129 1
237 196 3
367 333 4
155 408 1
446 65 1
417 196 2
497 182 4
6 76 4
299 141 5
340 47 2
356 23 2
307 420 3
488 56 4
447 19 1
34 207 4
280 482 5
483 303 4
168 324 3
459 338 2
391 266 1
101 38 1
102 161 3
91 290 2
73 360 4
167 264 2
259 171 5
442 193 2
341 37 2
45 65 5
454 192 5
430 118 2
48 309 5
488 477 4
299 363 5
448 496 3
16 24 4
471 346 2
44 97 2
465 443 4
50 55 1
378 222 3
500 500
449 379 1
307 461 2
322 145 5
48 46 5
59 76 2
435 212 5
220 396 5
208 175 3
240 438 2
499 61 2
420 122 1
104 334 3
39 331 3
27 46 3
119 233 2
457 276 4
444 229 5
69 182 5
122 211 3
414 348 2
53 397 3
262 314 2
414 110 3
35 305 5
147 178 4
78 224 3
465 84 2
450 373 2
357 234 3
104 108 4
291 244 2
58 463 2
207 235 4
112 3 4
252 330 5
337 153 5
377 112 1
162 275 3
26 401 4
401 73 5
71 97 2
456 385 1
228 342 2
294 450 2
60 242 5
255 58 5
382 108 5
10 205 2
14 33 5
71 325 2
213 123 3
81 154 4
296 267 4
54 235 2
155 318 4
460 481 4
260 265 3
416 482 4
471 334 1
78 429 4
485 198 5
485 475 5
23 388 1
63 151 2
113 78 4
134 242 4
119 20 2
270 492 3
397 347 3
461 92 5
341 493 5
261 301 3
124 484 2
41 236 5
492 449 4
351 437 2
398 123 5
427 216 5
230 137 4
450 486 4
86 82 3
497 259 4
342 305 5
67 198 3
327 214 3
276 71 2
103 462 4
431 460 5
454 85 4
120 317 5
282 353 1
84 82 5
392 395 1
311 137 4
329 186 3
109 349 4
371 140 2
170 465 2
333 149 3
135 400 1
258 61 5
426 495 5
278 45 2
462 195 5
429 120 4
139 438 3
153 367 5
500 316 2
388 466 2
364 410 2
13 22 3
41 184 5
81 240 1
70 227 4
432 161 5
310 84 1
477 174 4
218 364 5
195 57 2
320 488 5
268 253 4
118 109 1
430 101 4
219 77 5
137 119 3
400 91 1
181 76 1
400 378 4
257 38 4
144 257 4
298 139 1
441 208 3
4 326 1
372 468 1
55 165 5
30 207 1
189 467 1
429 12 4
374 172 5
208 142 5
95 491 3
296 202 1
69 149 4
355 115 4
433 360 3
363 390 3
373 363 4
149 180 3
83 403 2
203 77 4
142 429 4
403 99 1
432 489 1
23 328 4
307 35 2
323 72 4
376 287 4
364 395 4
132 32 4
38 99 2
401 75 3
468 196 3
178 415 2
337 28 5
23 75 5
194 74 5
260 299 3
454 80 1
176 416 5
232 418 5
263 159 4
468 226 1
189 181 5
323 89 3
352 11 1
81 416 1
113 120 1
212 127 5
233 438 3
171 73 4
400 35 2
102 68 4
53 100 2
162 301 5
35 39 5
315 232 2
140 377 3
159 151 3
270 65 2
404 364 2
25 184 2
418 285 3
252 380 2
267 402 4
483 353 1
220 374 3
418 243 2
144 39 5
478 147 1
168 386 3
463 40 3
448 452 1
475 190 3
48 58 4
337 102 1
367 138 4
164 275 3
59 348 1
137 336 3
256 126 2
261 113 3
39 205 2
442 486 1
404 137 5
184 395 4
377 467 2
439 338 2
307 2 2
36 88 4
17 387 1
55 324 3
207 295 4
10 390 1
241 123 5
62 15 5
240 127 2
461 84 3
344 281 5
297 436 2
376 308 2
36 235 4
232 115 3
292 285 3
341 233 5
290 349 2
146 39 1
133 151 2
231 186 3
81 221 4
382 475 5
493 68 1
444 472 1
317 46 5
172 402 1
234 249 5
392 90 2
407 499 3
261 490 1
76 427 3
323 225 4
370 300 3
482 198 4
425 54 5
380 432 3
458 32 4
115 137 1
420 83 5
38 84 1
421 351 2
392 350 4
358 371 3
221 191 1
104 439 3
303 455 3
480 258 4
310 145 5
301 122 2
149 48 1
244 476 2
492 91 5
39 431 3
90 343 4
87 124 4
388 3 3
27 374 5
493 350 3
182 486 3
397 122 3
283 494 2
481 58 4
301 319 4
197 489 3
258 438 5
459 356 1
173 325 1
419 192 4
262 276 4
56 11 3
381 9 4
319 296 4
181 391 5
434 444 3
103 283 2
391 19 2
150 295 3
379 62 2
333 400 2
324 475 2
129 384 5
251 357 1
268 469 2
197 441 5
159 27 3
236 442 2
414 75 5
372 384 3
108 289 3
163 313 4
428 147 2
388 321 3
339 414 5
341 215 3
178 266 3
375 465 2
24 50 5
136 92 1
231 287 4
309 166 2
249 20 5
360 413 4
417 249 2
361 65 3
434 167 2
39 344 4
69 63 4
407 220 5
80 367 4
10 448 2
201 326 3
208 309 2
464 260 2
453 263 5
455 291 5
103 46 1
345 262 3
270 283 5
207 434 1
312 151 3
225 282 3
110 480 4
429 23 1
355 95 3
312 204 4
41 425 3
240 423 3
67 495 4
268 50 5
164 287 1
374 411 3
325 338 2
188 433 2
32 340 4
293 250 1
229 225 1
453 448 4
34 213 2
260 457 4
32 415 5
310 166 2
171 424 2
409 308 4
441 440 5
325 470 1
275 58 1
67 33 1
373 356 5
134 114 2
126 353 4
480 420 2
201 20 1
215 385 1
202 233 1
278 30 4
256 114 4
278 437 1
461 426 1
202 326 2
52 254 1
451 392 1
92 95 5
396 256 5
38 238 1
455 91 3
294 376 2
112 259 5
55 204 4
412 480 1
5 492 4
278 467 5
395 497 5
100 249 5
425 424 3
183 425 2
324 439 4
97 16 5
191 300 3
7 411 4
217 65 2
143 171 5
78 468 3
27 116 4
432 58 1
306 17 3
18 199 4
307 404 1
174 464 1
467 314 2
141 212 3
373 484 1
307 330 3
393 303 1
7 338 2
485 437 2
146 324 2
325 45 3
58 358 3
257 312 3
155 444 1
34 225 3
176 412 3
9 491 2
28 262 1
472 466 1
53 151 1
297 139 2
93 311 5
65 108 1
269 395 5
28 382 1
12 163 4
17 229 3
494 188 3
404 31 4
134 176 5
279 93 1
463 280 2
272 137 5
45 286 1
428 119 1
193 67 4
109 265 2
426 280 3
349 66 1
27 107 1
333 205 2
127 122 4
466 262 3
70 467 3
222 458 3
390 386 5
445 133 3
86 445 5
39 385 5
156 401 4
337 26 5
140 304 5
66 158 4
198 171 2
259 293 4
409 109 4
197 193 2
106 38 5
100 124 5
288 317 3
468 319 2
162 444 2
306 11 4
48 72 4
129 422 5
281 197 3
341 211 1
414 445 5
350 97 2
283 4 1
65 197 5
270 178 5
479 347 3
133 411 1
197 6 4
313 88 3
360 9 1
485 432 1
84 155 2
98 339 4
190 223 3
64 459 1
481 427 1
146 468 1
435 249 2
258 382 5
325 348 4
151 195 3
104 465 3
62 140 5
32 416 3
47 288 1
15 254 5
488 196 2
479 469 2
347 95 5
500 500
222 478 1
416 236 2
402 280 4
35 392 5
313 263 5
33 334 3
399 71 4
170 238 4
313 83 2
379 191 5
304 21 5
199 428 5
90 187 1
381 456 2
415 352 4
418 82 2
412 120 3
440 327 1
242 195 4
241 121 5
431 194 4
293 58 4
78 93 3
311 165 3
312 277 4
77 134 5
220 498 4
208 52 2
384 441 3
340 102 4
23 411 2
395 345 5
11 5 4
260 44 5
462 305 2
208 312 3
218 405 5
188 66 4
103 258 4
109 189 3
2 102 2
133 403 3
313 428 2
69 187 4
25 403 1
497 417 1
106 127 2
433 162 1
263 77 1
499 250 3
128 264 1
396 261 2
127 172 4
367 326 4
150 136 3
444 167 2
41 437 5
323 99 3
73 452 4
406 450 1
83 52 3
191 40 4
141 194 2
75 201 2
152 416 1
37 41 5
150 395 2
162 287 5
108 189 5
229 333 2
339 139 2
496 109 1
458 419 2
241 283 1
177 314 1
275 218 2
348 113 3
397 246 2
138 97 5
222 454 4
421 52 5
134 31 2
33 424 5
440 48 3
482 282 1
269 97 3
42 32 2
204 24 4
267 126 1
435 369 1
239 292 2
302 381 3
406 391 1
435 469 4
162 458 5
240 105 2
373 129 2
168 142 2
210 93 4
181 216 4
49 98 4
199 401 2
96 151 2
365 125 4
250 77 4
251 256 5
134 63 4
84 148 5
344 177 3
54 90 5
486 203 5
383 461 3
138 149 3
353 23 1
306 183 1
401 173 5
110 13 1
495 277 1
149 373 1
427 250 2
377 410 2
454 50 5
12 363 3
345 266 2
402 90 3
41 188 1
202 275 2
160 150 1
9 102 2
199 46 4
346 411 1
126 401 2
325 57 2
33 152 4
154 386 2
29 79 1
451 6 3
493 350 3
272 364 4
256 337 3
458 161 3
230 322 1
309 302 2
415 418 2
8 75 3
404 148 5
147 336 3
102 120 4
131 53 5
481 299 2
264 297 4
306 186 5
125 292 5
58 493 5
293 341 4
497 242 4
11 419 2
394 177 3
365 222 3
87 43 1
345 4 4
77 234 4
166 398 1
362 468 2
226 325 4
32 172 1
446 417 1
410 488 5
478 323 3
239 402 3
359 199 2
462 262 1
60 6 3
307 371 4
334 88 5
201 298 2
180 77 4
443 497 3
346 380 4
116 350 2
403 324 4
495 325 2
288 430 1
297 379 5
226 28 5
106 369 2
176 377 5
36 123 5
485 170 5
369 20 5
394 347 4
262 448 5
307 129 2
180 173 5
256 98 5
176 240 2
432 210 1
340 166 3
400 304 4
258 328 3
3 89 4
326 53 2
321 470 2
9 223 3
142 19 3
120 440 4
132 485 4
371 153 5
270 198 1
317 184 3
187 402 2
429 310 2
188 49 1
229 336 1
275 177 1
249 315 3
71 72 4
459 93 4
448 323 1
411 305 2
257 499 2
464 48 5
289 348 2
22 205 4
320 485 4
492 110 5
50 209 2
440 402 3
366 269 1
95 374 3
463 84 1
432 186 3
49 410 3
221 468 3
364 27 1
169 52 2
266 1 4
87 312 5
51 271 1
293 23 4
128 313 2
32 30 1
385 169 2
236 199 5
64 418 5
1 473 1
472 80 3
324 228 4
461 37 5
72 400 5
1 81 4
465 64 5
381 383 2
128 333 2
354 61 1
225 110 1
72 8 2
122 153 5
87 313 3
202 358 5
185 101 1
231 145 5
414 144 4
152 412 3
386 79 3
346 215 4
498 413 5
354 118 1
321 499 4
209 149 3
496 416 5
205 30 1
284 375 1
237 282 1
57 297 1
20 180 3
128 206 2
319 403 5
272 100 5
287 305 3
464 397 3
319 485 4
496 27 1
328 51 2
64 129 2
175 253 3
122 437 5
220 347 5
308 297 2
220 274 1
373 155 1
471 202 2
301 81 5
238 451 5
422 378 5
438 12 1
458 97 2
278 497 1
128 6 1
77 307 1
218 397 1
42 311 2
494 186 4
377 130 5
367 382 1
348 130 4
167 333 3
385 39 4
372 141 4
427 193 4
436 112 4
387 163 4
244 331 5
499 428 4
59 281 4
494 137 2
426 110 5
484 381 4
341 356 4
466 330 2
461 336 5
23 427 2
42 357 5
390 383 3
171 379 2
457 288 5
289 283 5
38 83 3
294 232 1
9 344 2
124 372 2
426 300 4
260 232 1
297 56 1
144 229 2
276 232 1
453 384 4
349 368 2
84 330 1
275 449 1
160 469 2
120 99 1
295 236 1
171 421 4
78 37 3
428 73 1
40 422 2
133 273 5
35 282 3
325 249 5
434 114 1
119 345 4
82 277 1
177 78 5
425 236 5
477 29 4
332 50 3
68 327 3
145 149 1
345 399 3
54 343 1
499 18 2
89 24 3
249 301 2
223 219 3
303 457 5
268 262 3
84 287 5
129 126 3
328 478 4
46 475 4
401 125 2
380 499 5
303 498 2
355 400 5
108 83 2
42 418 3
294 393 1
331 16 2
267 218 5
187 59 1
455 232 1
446 328 1
428 192 2
152 452 1
312 149 3
31 207 4
83 279 2
143 163 4
54 417 5
491 442 4
282 482 2
449 132 4
420 121 2
212 297 5
162 373 3
459 474 4
392 413 3
392 28 3
141 48 4
396 144 2
157 318 4
52 362 3
453 125 4
484 185 5
164 46 1
314 16 3
488 78 5
255 117 3
17 374 3
490 184 5
41 117 5
405 75 3
13 422 3
258 161 5
213 157 1
474 28 2
335 406 1
294 424 3
483 191 4
307 473 3
192 326 5
130 429 4
342 332 4
159 33 2
85 428 2
199 112 3
244 54 1
68 238 4
171 358 1
325 226 5
179 494 4
241 411 5
69 26 1
103 401 3
181 151 2
76 54 3
462 38 1
137 224 5
366 97 5
22 140 4
290 385 3
91 101 3
3 105 5
247 322 2
248 456 1
211 180 2
440 122 3
321 39 5
70 160 1
13 306 3
211 286 5
241 34 2
247 423 2
342 316 5
14 29 2
322 436 4
69 288 5
95 417 4
41 238 4
52 373 4
407 262 4
214 171 4
75 109 4
443 247 5
191 436 1
247 307 2
356 296 2
482 458 4
120 376 1
415 47 5
402 470 3
79 27 2
146 473 3
273 25 5
278 416 1
52 496 2
169 388 3
220 259 3
74 277 5
77 442 5
372 108 1
135 329 5
18 370 5
202 415 5
188 71 5
493 8 3
97 462 3
138 99 1
410 226 2
453 319 3
91 265 5
364 177 5
298 277 3
110 385 3
146 451 5
271 387 3
459 260 4
48 81 1
242 177 2
500 500
184 488 4
120 2 3
330 478 1
340 108 5
387 446 1
212 52 4
212 315 2
19 184 5
382 132 3
266 63 1
242 50 3
298 365 1
346 325 3
71 383 3
47 14 1
487 357 5
197 404 4
334 340 4
303 383 3
10 155 1
269 81 3
19 126 1
96 204 3
201 149 5
311 169 3
392 192 5
336 291 4
180 244 5
340 145 5
201 319 2
305 240 3
180 369 2
198 31 5
174 328 5
14 400 4
374 451 5
208 142 2
75 413 5
326 197 2
250 143 5
386 134 1
376 333 5
83 100 2
161 45 1
435 413 4
407 239 3
424 54 3
37 178 1
337 329 2
120 270 1
137 64 1
111 212 4
55 182 3
92 254 1
171 330 2
440 406 1
227 63 4
114 248 2
52 296 3
210 219 4
480 497 2
154 63 1
105 172 3
53 493 1
159 392 2
387 399 2
52 35 4
270 348 3
209 315 1
28 43 5
478 407 4
227 94 1
165 107 5
91 426 5
481 5 5
453 418 1
28 189 5
432 247 1
439 393 1
7 36 5
234 337 1
290 251 3
77 104 3
393 208 2
248 206 4
408 233 2
231 78 2
278 12 1
140 271 3
482 41 5
218 441 5
487 41 1
253 283 5
493 410 2
165 437 1
65 189 3
167 295 4
213 376 5
484 377 4
111 156 1
148 254 3
30 308 5
160 126 3
131 369 3
488 143 3
59 218 5
460 303 3
476 448 4
387 352 2
446 75 3
59 387 1
243 176 3
157 431 2
451 333 3
19 76 5
117 27 3
25 67 2
154 272 2
19 269 1
402 352 3
83 404 5
355 238 3
103 28 2
37 304 3
383 410 4
36 497 1
434 236 4
382 86 1
354 109 4
102 42 4
380 474 3
47 199 2
3 485 5
328 98 2
32 139 2
316 113 1
307 340 1
110 168 5
312 86 5
238 20 1
155 154 5
162 164 1
160 213 2
383 271 1
483 169 2
125 323 5
340 203 3
41 493 4
52 497 4
208 252 3
414 324 3
68 141 2
290 394 1
74 468 1
145 457 3
27 156 5
88 174 2
